Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_069210.1,genomic DNA,160832,Quercus gambleana,359653-1,Fagaceae,Quercus,gambleana,,False,Quercus gambleana
NC_069219.1,genomic DNA,139759,Sasaella kogasensis,420649-1,Poaceae,Sasaella,kogasensis,,False,Sasaella kogasensis
NC_072944.1,genomic DNA,159297,Serjania erecta,784978-1,Sapindaceae,Serjania,erecta,,False,Serjania erecta
NC_072909.1,genomic DNA,152958,Paeonia lactiflora,711802-1,Paeoniaceae,Paeonia,lactiflora,,False,Paeonia lactiflora
NC_072935.1,genomic DNA,159310,Dalbergia oligophylla,490370-1,Fabaceae,Dalbergia,oligophylla,,True,Dalbergia oligophylla
NC_020092.1,genomic DNA,151033,Chrysanthemum,331492-2,Asteraceae,Chrysanthemum,,,False,Chrysanthemum x
NC_073114.1,genomic DNA,152225,Clerodendrum paniculatum,862301-1,Lamiaceae,Clerodendrum,paniculatum,,False,Clerodendrum paniculatum
NC_073153.1,genomic DNA,150996,Helianthus debilis,119090-2,Asteraceae,Helianthus,debilis,,False,Helianthus debilis
NC_073120.1,genomic DNA,169050,Begonia grandis,60458941-2,Begoniaceae,Begonia,grandis,,True,Begonia grandis
NC_073099.1,genomic DNA,153630,Campsis radicans,30332621-2,Bignoniaceae,Campsis,radicans,,False,Campsis radicans
NC_073110.1,genomic DNA,141676,Durio dulcis,559515-1,Malvaceae,Durio,dulcis,,False,Durio dulcis
NC_073119.1,genomic DNA,169164,Begonia cathayana,104386-1,Begoniaceae,Begonia,cathayana,,False,Begonia cathayana
NC_073098.1,genomic DNA,155865,Heliotropium arboreum,77164241-1,Boraginaceae,Heliotropium,arboreum,,False,Tournefortia argentea
NC_040943.1,genomic DNA,156178,Tamarix chinensis,828082-1,Tamaricaceae,Tamarix,chinensis,,False,Tamarix chinensis
NC_073097.1,genomic DNA,156531,Crateva religiosa,147489-1,Capparaceae,Crateva,religiosa,,True,Crateva religiosa
NC_073154.1,genomic DNA,163602,Amomum maximum,795588-1,Zingiberaceae,Amomum,maximum,,False,Amomum maximum
NC_073113.1,genomic DNA,153477,Torenia polygonoides,810460-1,Linderniaceae,Torenia,polygonoides,,False,Torenia polygonoides
NC_073118.1,genomic DNA,168908,Begonia leprosa,105031-1,Begoniaceae,Begonia,leprosa,,False,Begonia leprosa
NC_073149.1,genomic DNA,154051,Eutrema deltoideum,284336-1,Brassicaceae,Eutrema,deltoideum,,False,Eutrema deltoideum
NC_073117.1,genomic DNA,168857,Begonia cavaleriei,104391-1,Begoniaceae,Begonia,cavaleriei,,False,Begonia cavaleriei
NC_073100.1,genomic DNA,168885,Acalypha australis,337182-1,Euphorbiaceae,Acalypha,australis,,False,Acalypha australis
NC_073121.1,genomic DNA,169682,Begonia umbraculifolia,932646-1,Begoniaceae,Begonia,umbraculifolia,,False,Begonia umbraculifolia
NC_073102.1,genomic DNA,158271,Dryas octopetala,724675-1,Rosaceae,Dryas,octopetala,,False,Dryas octopetala
NC_073112.1,genomic DNA,153867,Torenia flava,810404-1,Linderniaceae,Torenia,flava,,False,Torenia flava
NC_073103.1,genomic DNA,157787,Gynostemma pentaphyllum,292905-1,Cucurbitaceae,Gynostemma,pentaphyllum,,False,Gynostemma laxum
NC_073106.1,genomic DNA,154959,Lonicera harae,148812-1,Caprifoliaceae,Lonicera,harae,,False,Lonicera harae
NC_073116.1,genomic DNA,128141,Taxus wallichiana,263869-1,Taxaceae,Taxus,wallichiana,,False,Taxus wallichiana
NC_073108.1,genomic DNA,139239,Schizachyrium glaziovii,77109287-1,Poaceae,Schizachyrium,glaziovii,,False,Schizachyrium glaziovii
NC_073104.1,genomic DNA,157840,Gynostemma pentaphyllum,292905-1,Cucurbitaceae,Gynostemma,pentaphyllum,,False,Gynostemma simplicifolium
NC_073122.1,genomic DNA,167409,Begonia obsolescens,105301-1,Begoniaceae,Begonia,obsolescens,,False,Begonia obsolescens
NC_073123.1,genomic DNA,169694,Begonia smithiana,105748-1,Begoniaceae,Begonia,smithiana,,False,Begonia smithiana
NC_073126.1,genomic DNA,152073,Swertia divaricata,370881-1,Gentianaceae,Swertia,divaricata,,False,Swertia divaricata
NC_062933.1,genomic DNA,160087,Magnolia macrophylla,30417720-2,Magnoliaceae,Magnolia,macrophylla,,False,Magnolia macrophylla
NC_062930.1,genomic DNA,159793,Magnolia virginiana,30016308-2,Magnoliaceae,Magnolia,virginiana,,False,Magnolia virginiana
NC_065282.1,genomic DNA,159600,Clematis ligusticifolia,709845-1,Ranunculaceae,Clematis,ligusticifolia,,False,Clematis ligusticifolia
NC_064346.1,genomic DNA,154162,Humulus scandens,584308-1,Cannabaceae,Humulus,scandens,,False,Humulus japonicus
NC_064948.1,genomic DNA,147799,Urtica dioica,260630-2,Urticaceae,Urtica,dioica,,True,Urtica dioica
NC_066897.1,genomic DNA,148643,Cerastium glomeratum,152274-1,Caryophyllaceae,Cerastium,glomeratum,,False,Cerastium glomeratum
NC_064334.1,genomic DNA,159576,Fagopyrum esculentum,694526-1,Polygonaceae,Fagopyrum,esculentum,,False,Fagopyrum esculentum
NC_065200.1,genomic DNA,158955,Momordica cochinchinensis,293419-1,Cucurbitaceae,Momordica,cochinchinensis,,False,Momordica cochinchinensis
NC_061549.1,genomic DNA,160288,Malus domestica,726282-1,Rosaceae,Malus,domestica,,False,Malus domestica
NC_062299.1,genomic DNA,159969,Malus sylvestris,726415-1,Rosaceae,Malus,sylvestris,,False,Malus sylvestris
NC_066011.1,genomic DNA,152313,Tropaeolum majus,310974-2,Tropaeolaceae,Tropaeolum,majus,,False,Tropaeolum majus
NC_066017.1,genomic DNA,152529,Cynara cardunculus,200876-1,Asteraceae,Cynara,cardunculus,,False,Cynara cardunculus
NC_065610.1,genomic DNA,89103,Ephedra distachya,383381-1,Ephedraceae,Ephedra,distachya,,False,Ephedra distachya
NC_065631.1,genomic DNA,89310,Ephedra tweedieana,383472-1,Ephedraceae,Ephedra,tweedieana,,False,Ephedra tweediana
NC_065601.1,genomic DNA,89125,Ephedra altissima,60459745-2,Ephedraceae,Ephedra,altissima,,True,Ephedra altissima
NC_063560.1,genomic DNA,152666,Lilium longiflorum,537642-1,Liliaceae,Lilium,longiflorum,,True,Lilium longiflorum
NC_065838.1,genomic DNA,161330,Anemia phyllitidis,1202412-2,Schizaeaceae,Anemia,phyllitidis,,False,Anemia phyllitidis
NC_066435.1,genomic DNA,161359,Piper betle,680605-1,Piperaceae,Piper,betle,,False,Piper betle
NC_063831.1,genomic DNA,151958,Tulipa gesneriana,542923-1,Liliaceae,Tulipa,gesneriana,,False,Tulipa gesneriana
NC_062413.1,genomic DNA,150589,Achillea millefolium,2294-2,Asteraceae,Achillea,millefolium,,False,Achillea millefolium
NC_065131.1,genomic DNA,157826,Styrax americanus,247599-2,Styracaceae,Styrax,americanus,,False,Styrax americanus
NC_021425.1,genomic DNA,164467,Tetracentron sinense,555255-1,Trochodendraceae,Tetracentron,sinense,,False,Tetracentron sinense
NC_067048.1,genomic DNA,136150,Alopecurus pratensis,387176-1,Poaceae,Alopecurus,pratensis,,True,Alopecurus pratensis
NC_067047.1,genomic DNA,137156,Bromus inermis,393784-1,Poaceae,Bromus,inermis,,True,Bromus inermis
NC_067044.1,genomic DNA,134973,Phleum pratense,415868-1,Poaceae,Phleum,pratense,,False,Phleum pratense
NC_066083.1,genomic DNA,160147,Hymenaea courbaril,125420-2,Fabaceae,Hymenaea,courbaril,,False,Hymenaea courbaril
NC_063739.1,genomic DNA,163489,Cyananthus lobatus,141885-1,Campanulaceae,Cyananthus,lobatus,,False,Cyananthus lobatus
NC_066018.1,genomic DNA,158399,Sambucus ebulus,149315-1,Viburnaceae,Sambucus,ebulus,,False,Sambucus ebulus
NC_066966.1,genomic DNA,156243,Heliotropium arborescens,116670-1,Boraginaceae,Heliotropium,arborescens,,False,Heliotropium arborescens
NC_065472.1,genomic DNA,155022,Gelsemium sempervirens,60448812-2,Gelsemiaceae,Gelsemium,sempervirens,,False,Gelsemium sempervirens
NC_065473.1,genomic DNA,156027,Strychnos nux-vomica,547371-1,Loganiaceae,Strychnos,nux-vomica,,False,Strychnos nux-vomica
NC_063825.1,genomic DNA,162114,Sphaeropteris lepifera,17531720-1,Cyatheaceae,Sphaeropteris,lepifera,,False,Cyathea lepifera
NC_067046.1,genomic DNA,136782,Calamagrostis epigejos,394433-1,Poaceae,Calamagrostis,epigejos,,False,Calamagrostis epigeios
NC_062958.1,genomic DNA,137721,Stipellula capensis,60458043-2,Poaceae,Stipellula,capensis,,False,Stipellula capensis
NC_066650.1,genomic DNA,156053,Hemerocallis  hybrida,77242092-1,Asphodelaceae,Hemerocallis,hybrida,,False,Hemerocallis hybrid
NC_065013.1,genomic DNA,150718,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor
NC_063573.1,genomic DNA,146474,Trichomanes minutum,17231010-1,Hymenophyllaceae,Trichomanes,minutum,,False,Crepidomanes minutum
NC_063623.1,genomic DNA,162198,Convallaria majalis,533487-1,Asparagaceae,Convallaria,majalis,,False,Convallaria majalis
NC_063474.1,genomic DNA,159179,Prinsepia uniflora,729395-1,Rosaceae,Prinsepia,uniflora,,False,Prinsepia uniflora
NC_066035.1,genomic DNA,152689,Parietaria judaica,854934-1,Urticaceae,Parietaria,judaica,,False,Parietaria judaica
NC_065359.1,genomic DNA,156072,Disporopsis pernyi,60456596-2,Asparagaceae,Disporopsis,pernyi,,False,Disporopsis pernyi
NC_062594.1,genomic DNA,158816,Iris  germanica,438637-1,Iridaceae,Iris,germanica,,False,Iris germanica
NC_065148.1,genomic DNA,157809,Cucurbita argyrosperma,928111-1,Cucurbitaceae,Cucurbita,argyrosperma,,False,Cucurbita argyrosperma
NC_065619.1,genomic DNA,89324,Ephedra foeminea,383392-1,Ephedraceae,Ephedra,foeminea,,False,Ephedra major
NC_065604.1,genomic DNA,89158,Ephedra antisyphilitica,383355-1,Ephedraceae,Ephedra,antisyphilitica,,False,Ephedra antisyphilitica
NC_062346.1,genomic DNA,159476,Crataegus mollis,723817-1,Rosaceae,Crataegus,mollis,,True,Crataegus mollis
NC_062432.1,genomic DNA,169965,Pyrus calleryana,730740-1,Rosaceae,Pyrus,calleryana,,False,Pyrus calleryana
NC_062344.1,genomic DNA,159425,Vauquelinia californica,262736-2,Rosaceae,Vauquelinia,californica,,False,Vauquelinia californica
NC_062332.1,genomic DNA,159314,Cormus domestica,722386-1,Rosaceae,Cormus,domestica,,False,Cormus domestica
NC_063788.1,genomic DNA,158999,Cuphea hookeriana,72407-2,Lythraceae,Cuphea,hookeriana,,False,Cuphea hookeriana
NC_066446.1,genomic DNA,160895,Anemone nemorosa,13472-2,Ranunculaceae,Anemone,nemorosa,,True,Anemone nemorosa
NC_065199.1,genomic DNA,158614,Cucurbita pedatifolia,72109-2,Cucurbitaceae,Cucurbita,pedatifolia,,False,Cucurbita pedatifolia
NC_066150.1,genomic DNA,146717,Polystachya concreta,654273-1,Orchidaceae,Polystachya,concreta,,False,Polystachya concreta
NC_065981.1,genomic DNA,148805,Haplopteris ensiformis,1133878-2,Pteridaceae,Haplopteris,ensiformis,,False,Haplopteris ensiformis
NC_066115.1,genomic DNA,176847,Corydalis decumbens,672178-1,Papaveraceae,Corydalis,decumbens,,False,Corydalis decumbens
NC_066037.1,genomic DNA,149817,Dracocephalum officinale,77333318-1,Lamiaceae,Dracocephalum,officinale,,False,Hyssopus officinalis
NC_066033.1,genomic DNA,152112,Melissa officinalis,450084-1,Lamiaceae,Melissa,officinalis,,False,Melissa officinalis
NC_065728.1,genomic DNA,157862,Brexia madagascariensis,790429-1,Celastraceae,Brexia,madagascariensis,,False,Brexia madagascariensis
NC_063134.1,genomic DNA,139517,Bambusa spinosa,1043127-2,Poaceae,Bambusa,spinosa,,False,Bambusa stenostachya
NC_066799.1,genomic DNA,156363,Aspidistra elatior,531586-1,Asparagaceae,Aspidistra,elatior,,False,Aspidistra elatior
NC_065630.1,genomic DNA,89367,Ephedra trifurca,383471-1,Ephedraceae,Ephedra,trifurca,,False,Ephedra trifurca
NC_066005.1,genomic DNA,153059,Smyrnium olusatrum,849121-1,Apiaceae,Smyrnium,olusatrum,,False,Smyrnium olusatrum
NC_066019.1,genomic DNA,157467,Coleus barbatus,60454692-2,Lamiaceae,Coleus,barbatus,,False,Plectranthus barbatus
NC_066028.1,genomic DNA,150465,Calendula officinalis,187894-1,Asteraceae,Calendula,officinalis,,False,Calendula officinalis
NC_066898.1,genomic DNA,152433,Centaurea cyanus,190310-1,Asteraceae,Centaurea,cyanus,,False,Centaurea cyanus
NC_066020.1,genomic DNA,149558,Santolina chamaecyparissus,241927-1,Asteraceae,Santolina,chamaecyparissus,,False,Santolina chamaecyparissus
NC_065616.1,genomic DNA,89184,Ephedra gerardiana,60470164-2,Ephedraceae,Ephedra,gerardiana,,False,Ephedra gerardiana
NC_063467.1,genomic DNA,152254,Sonchus grandifolius,250169-1,Asteraceae,Sonchus,grandifolius,,False,Sonchus grandifolius
NC_063464.1,genomic DNA,152443,Sonchus novae-zelandiae,250263-1,Asteraceae,Sonchus,novae-zelandiae,,False,Sonchus novae-zelandiae
NC_066752.1,genomic DNA,152374,Lactuca perennis,228164-1,Asteraceae,Lactuca,perennis,,False,Lactuca perennis
NC_066794.1,genomic DNA,152820,Prenanthes purpurea,239557-1,Asteraceae,Prenanthes,purpurea,,False,Prenanthes purpurea
NC_062408.1,genomic DNA,152358,Reichardia picroides,241243-1,Asteraceae,Reichardia,picroides,,False,Reichardia picroides
NC_065991.1,genomic DNA,152623,Reichardia tingitana,241247-1,Asteraceae,Reichardia,tingitana,,False,Reichardia tingitana
NC_066015.1,genomic DNA,156100,Aesculus hippocastanum,781594-1,Sapindaceae,Aesculus,hippocastanum,,False,Aesculus hippocastanum
NC_065628.1,genomic DNA,89299,Ephedra torreyana,30155955-2,Ephedraceae,Ephedra,torreyana,,False,Ephedra torreyana
NC_066013.1,genomic DNA,152364,Aloe arborescens,529214-1,Asphodelaceae,Aloe,arborescens,,False,Aloe arborescens
NC_062424.1,genomic DNA,156018,Solanum laciniatum,819717-1,Solanaceae,Solanum,laciniatum,,True,Solanum laciniatum
NC_064998.1,genomic DNA,149386,Veronica arvensis,811649-1,Plantaginaceae,Veronica,arvensis,,False,Veronica arvensis
NC_065141.1,genomic DNA,127993,Glycyrrhiza echinata,496933-1,Fabaceae,Glycyrrhiza,echinata,,True,Glycyrrhiza echinata
NC_067040.1,genomic DNA,159847,Persicaria hydropiper,77069479-1,Polygonaceae,Persicaria,hydropiper,,False,Persicaria hydropiper
NC_065736.1,genomic DNA,157933,Caulophyllum thalictroides,1056122-2,Berberidaceae,Caulophyllum,thalictroides,,False,Caulophyllum thalictroides
NC_063480.1,genomic DNA,122398,Astragalus americanus,24436-2,Fabaceae,Astragalus,americanus,,False,Astragalus americanus
NC_065023.1,genomic DNA,124131,Phyllolobium chinense,514272-1,Fabaceae,Phyllolobium,chinense,,False,Astragalus complanatus
NC_065773.1,genomic DNA,154486,Titanotrichum oldhamii,383081-1,Gesneriaceae,Titanotrichum,oldhamii,,False,Titanotrichum oldhamii
NC_062936.1,genomic DNA,160102,Magnolia campbellii,554655-1,Magnoliaceae,Magnolia,campbellii,,False,Magnolia campbellii
NC_065186.1,genomic DNA,157759,Tillandsia malzinei,125368-1,Bromeliaceae,Tillandsia,malzinei,,False,Tillandsia malzinei
NC_065190.1,genomic DNA,155929,Tillandsia usneoides,1169665-2,Bromeliaceae,Tillandsia,usneoides,,False,Tillandsia usneoides
NC_061748.1,genomic DNA,148487,Conioselinum smithii,50426584-2,Apiaceae,Conioselinum,smithii,,False,Ligusticum jeholense
NC_066960.1,genomic DNA,167626,Hellenia speciosa,60469691-2,Costaceae,Hellenia,speciosa,,False,Hellenia speciosa
NC_061690.1,genomic DNA,152198,Nymphoides peltata,370207-1,Menyanthaceae,Nymphoides,peltata,,False,Nymphoides peltata
NC_066643.1,genomic DNA,195495,Annona montana,72257-1,Annonaceae,Annona,montana,,False,Annona montana
NC_065191.1,genomic DNA,157294,Tillandsia utriculata,254406-2,Bromeliaceae,Tillandsia,utriculata,,False,Tillandsia utriculata
NC_065181.1,genomic DNA,158115,Tillandsia espinosae,253818-2,Bromeliaceae,Tillandsia,espinosae,,False,Tillandsia espinosae
NC_065168.1,genomic DNA,157050,Lutheria splendens,77158988-1,Bromeliaceae,Lutheria,splendens,,False,Lutheria splendens
NC_063903.1,genomic DNA,143661,Gentiana frigida,368202-1,Gentianaceae,Gentiana,frigida,,False,Gentiana frigida
NC_066034.1,genomic DNA,151858,Satureja montana,457736-1,Lamiaceae,Satureja,montana,,False,Satureja montana
NC_065136.1,genomic DNA,26957,Hydnora africana,316041-1,Aristolochiaceae,Hydnora,africana,,False,Hydnora africana
NC_065032.1,genomic DNA,126967,Juniperus chinensis,30044367-2,Cupressaceae,Juniperus,chinensis,,True,Juniperus chinensis
NC_063469.1,genomic DNA,152350,Sonchus bupleuroides,50426440-2,Asteraceae,Sonchus,bupleuroides,,False,Sonchus bupleuroides
NC_065613.1,genomic DNA,89094,Ephedra fragilis,383397-1,Ephedraceae,Ephedra,fragilis,,False,Ephedra fragilis
NC_065833.1,genomic DNA,154719,Rorippa indica,222144-2,Brassicaceae,Rorippa,indica,,False,Rorippa indica
NC_065764.1,genomic DNA,143715,Gentiana algida,367731-1,Gentianaceae,Gentiana,algida,,True,Gentiana algida
NC_066405.1,genomic DNA,159428,Paphiopedilum appletonianum,649714-1,Orchidaceae,Paphiopedilum,appletonianum,,False,Paphiopedilum appletonianum
NC_066010.1,genomic DNA,153129,Bituminaria bituminosa,908440-1,Fabaceae,Bituminaria,bituminosa,,False,Bituminaria bituminosa
NC_065246.1,genomic DNA,161724,Cassia fistula,484507-1,Fabaceae,Cassia,fistula,,False,Cassia fistula
NC_065665.1,genomic DNA,159176,Senna alata,1192167-2,Fabaceae,Senna,alata,,False,Senna alata
NC_066116.1,genomic DNA,190073,Corydalis racemosa,672461-1,Papaveraceae,Corydalis,racemosa,,True,Corydalis racemosa
NC_065400.1,genomic DNA,160744,Exbucklandia populnea,430650-1,Hamamelidaceae,Exbucklandia,populnea,,False,Exbucklandia populnea
NC_062926.1,genomic DNA,159403,Magnolia stellata,554855-1,Magnoliaceae,Magnolia,stellata,,False,Magnolia stellata
NC_062691.1,genomic DNA,132546,Wisteriopsis reticulata,77198992-1,Fabaceae,Wisteriopsis,reticulata,,False,Wisteriopsis reticulata
NC_066036.1,genomic DNA,151679,Stevia rebaudiana,245468-2,Asteraceae,Stevia,rebaudiana,,True,Stevia rebaudiana
NC_065057.1,genomic DNA,162942,Dicranostigma leptopodum,672687-1,Papaveraceae,Dicranostigma,leptopodum,,False,Dicranostigma franchetianum
NC_061611.1,genomic DNA,160781,Quercus myrsinifolia,296481-1,Fagaceae,Quercus,myrsinifolia,,False,Quercus myrsinifolia
NC_066021.1,genomic DNA,155187,Agrimonia eupatoria,316550-2,Rosaceae,Agrimonia,eupatoria,,False,Agrimonia eupatoria
NC_065240.1,genomic DNA,156030,Geum urbanum,725399-1,Rosaceae,Geum,urbanum,,False,Geum urbanum
NC_064316.1,genomic DNA,162099,Cycas rumphii,326820-2,Cycadaceae,Cycas,rumphii,,False,Cycas rumphii
NC_062731.1,genomic DNA,134239,Podocarpus macrophyllus,263522-1,Podocarpaceae,Podocarpus,macrophyllus,,False,Podocarpus macrophyllus
NC_066508.1,genomic DNA,149426,Ceratopteris pteridoides,17242590-1,Pteridaceae,Ceratopteris,pteridoides,,False,Ceratopteris pteridoides
NC_065842.1,genomic DNA,149809,Valeriana locusta,859937-1,Caprifoliaceae,Valeriana,locusta,,False,Valerianella locusta
NC_062416.1,genomic DNA,153591,Paederia foetida,758897-1,Rubiaceae,Paederia,foetida,,False,Paederia foetida
NC_063553.1,genomic DNA,151569,Fritillaria camschatcensis,535082-1,Liliaceae,Fritillaria,camschatcensis,,False,Fritillaria camschatcensis
NC_067022.1,genomic DNA,152173,Chrysosplenium macrostemon,790620-1,Saxifragaceae,Chrysosplenium,macrostemon,,False,Chrysosplenium macrostemon
NC_067017.1,genomic DNA,152619,Chrysosplenium japonicum,790609-1,Saxifragaceae,Chrysosplenium,japonicum,,False,Chrysosplenium japonicum
NC_067018.1,genomic DNA,152565,Chrysosplenium grayanum,790599-1,Saxifragaceae,Chrysosplenium,grayanum,,False,Chrysosplenium grayanum
NC_067006.1,genomic DNA,151672,Chrysosplenium flagelliferum,790585-1,Saxifragaceae,Chrysosplenium,flagelliferum,,False,Chrysosplenium flagelliferum
NC_067019.1,genomic DNA,153066,Chrysosplenium album,790541-1,Saxifragaceae,Chrysosplenium,album,,False,Chrysosplenium album
NC_066699.1,genomic DNA,147384,Ligusticum mucronatum,77304932-1,Apiaceae,Ligusticum,mucronatum,,True,Ligusticum mucronatum
NC_063957.1,genomic DNA,159803,Hemiptelea davidii,854166-1,Ulmaceae,Hemiptelea,davidii,,False,Hemiptelea davidii
NC_062884.1,genomic DNA,154986,Sicyos angulatus,30348317-2,Cucurbitaceae,Sicyos,angulatus,,True,Sicyos angulatus
NC_062593.1,genomic DNA,155601,Fragaria moschata,60441586-2,Rosaceae,Fragaria,moschata,,False,Fragaria moschata
NC_062585.1,genomic DNA,163458,Euphorbia milii,347359-1,Euphorbiaceae,Euphorbia,milii,,False,Euphorbia milii
NC_065632.1,genomic DNA,89280,Ephedra viridis,91144-2,Ephedraceae,Ephedra,viridis,,False,Ephedra viridis
NC_066229.1,genomic DNA,159281,Broussonetia papyrifera,850861-1,Moraceae,Broussonetia,papyrifera,,False,Morus australis
NC_065064.1,genomic DNA,162715,Tilia americana,286108-2,Malvaceae,Tilia,americana,,False,Tilia americana
NC_062417.1,genomic DNA,156668,Rubus arcticus,30013297-2,Rosaceae,Rubus,arcticus,,True,Rubus arcticus
NC_061646.1,genomic DNA,121348,Larix griffithii,50922021-1,Pinaceae,Larix,griffithii,,False,Larix griffithii
NC_063910.1,genomic DNA,160433,Coelogyne flaccida,623859-1,Orchidaceae,Coelogyne,flaccida,,False,Coelogyne flaccida
NC_062358.1,genomic DNA,147453,Lepionurus sylvestris,607984-1,Opiliaceae,Lepionurus,sylvestris,,False,Lepionurus sylvestris
NC_065458.1,genomic DNA,121746,Pinus echinata,262913-1,Pinaceae,Pinus,echinata,,True,Pinus echinata
NC_066024.1,genomic DNA,151283,Artemisia absinthium,300106-2,Asteraceae,Artemisia,absinthium,,False,Artemisia absinthium
NC_066025.1,genomic DNA,151040,Artemisia dracunculus,307848-2,Asteraceae,Artemisia,dracunculus,,False,Artemisia dracunculus
NC_066996.1,genomic DNA,151241,Helianthus carnosus,119075-2,Asteraceae,Helianthus,carnosus,,False,Helianthus carnosus
NC_072951.1,genomic DNA,151109,Helianthus sp.,329248-2,Asteraceae,Helianthus,,,True,Helianthus neglectus
NC_062717.1,genomic DNA,155625,Solanum iopetalum,239043-2,Solanaceae,Solanum,iopetalum,,False,Solanum iopetalum
NC_065381.1,genomic DNA,155515,Solanum okadae,239406-2,Solanaceae,Solanum,okadae,,False,Solanum okadae
NC_064016.1,genomic DNA,161202,Spyridium parvifolium,718959-1,Rhamnaceae,Spyridium,parvifolium,,False,Spyridium parvifolium
NC_062635.1,genomic DNA,160297,Lophostemon confertus,910845-1,Myrtaceae,Lophostemon,confertus,,False,Lophostemon confertus
NC_065867.1,genomic DNA,156591,Rosa chinensis,732029-1,Rosaceae,Rosa,chinensis,,True,Rosa chinensis
NC_063713.1,genomic DNA,153903,Oreomecon nudicaulis,77307944-1,Papaveraceae,Oreomecon,nudicaulis,,False,Papaver nudicaule
NC_064123.1,genomic DNA,153249,Allium triquetrum,529047-1,Amaryllidaceae,Allium,triquetrum,,True,Allium triquetrum
NC_066758.1,genomic DNA,152730,Lactuca serriola,228255-1,Asteraceae,Lactuca,serriola,,False,Lactuca serriola
NC_066731.1,genomic DNA,152760,Lactuca serriola,228255-1,Asteraceae,Lactuca,serriola,,False,Lactuca altaica
NC_066729.1,genomic DNA,152764,Lactuca aculeata,227841-1,Asteraceae,Lactuca,aculeata,,False,Lactuca aculeata
NC_066765.1,genomic DNA,152497,Lactuca virosa,329493-2,Asteraceae,Lactuca,virosa,,True,Lactuca virosa
NC_066756.1,genomic DNA,152807,Lactuca saligna,327391-2,Asteraceae,Lactuca,saligna,,False,Lactuca saligna
NC_066755.1,genomic DNA,152676,Lactuca quercina,228200-1,Asteraceae,Lactuca,quercina,,False,Lactuca quercina
NC_066760.1,genomic DNA,152586,Lactuca sibirica,228260-1,Asteraceae,Lactuca,sibirica,,False,Lactuca sibirica
NC_066792.1,genomic DNA,152823,Lactuca viminea,228345-1,Asteraceae,Lactuca,viminea,,False,Lactuca viminea
NC_066745.1,genomic DNA,152767,Lactuca indica,228047-1,Asteraceae,Lactuca,indica,,False,Lactuca indica
NC_066761.1,genomic DNA,152621,Lactuca tenerrima,228308-1,Asteraceae,Lactuca,tenerrima,,False,Lactuca tenerrima
NC_066724.1,genomic DNA,149394,Cicerbita alpina,194423-1,Asteraceae,Cicerbita,alpina,,False,Cicerbita alpina
NC_066815.1,genomic DNA,163362,Muehlenbeckia complexa,694744-1,Polygonaceae,Muehlenbeckia,complexa,,False,Muehlenbeckia complexa
NC_065396.1,genomic DNA,159647,Atalantia ceylanica,771385-1,Rutaceae,Atalantia,ceylanica,,False,Atalantia ceylanica
NC_063578.1,genomic DNA,160056,Atalantia buxifolia,771380-1,Rutaceae,Atalantia,buxifolia,,False,Atalantia buxifolia
NC_067020.1,genomic DNA,152375,Chrysosplenium echinus,790579-1,Saxifragaceae,Chrysosplenium,echinus,,False,Chrysosplenium echinus
NC_067023.1,genomic DNA,152221,Chrysosplenium fauriei,790582-1,Saxifragaceae,Chrysosplenium,fauriei,,False,Chrysosplenium fauriei
NC_067021.1,genomic DNA,152866,Chrysosplenium kiotense,790612-1,Saxifragaceae,Chrysosplenium,kiotense,,False,Chrysosplenium kiotense
NC_067001.1,genomic DNA,152676,Chrysosplenium pilosum,790647-1,Saxifragaceae,Chrysosplenium,pilosum,,False,Chrysosplenium pilosum
NC_064116.1,genomic DNA,152417,Goodyera pubescens,636186-1,Orchidaceae,Goodyera,pubescens,,False,Goodyera pubescens
NC_064360.1,genomic DNA,158329,Diervilla sessilifolia,148488-1,Caprifoliaceae,Diervilla,sessilifolia,,False,Diervilla sessilifolia
NC_067026.1,genomic DNA,148566,Chrysosplenium carnosum,790562-1,Saxifragaceae,Chrysosplenium,carnosum,,False,Chrysosplenium carnosum
NC_067004.1,genomic DNA,153484,Chrysosplenium delavayi,790571-1,Saxifragaceae,Chrysosplenium,delavayi,,False,Chrysosplenium delavayi
NC_061554.1,genomic DNA,154630,Hyacinthus orientalis,536789-1,Asparagaceae,Hyacinthus,orientalis,,False,Hyacinthus orientalis
NC_064147.1,genomic DNA,153946,Zephyranthes bifida,77207323-1,Amaryllidaceae,Zephyranthes,bifida,,False,Zephyranthes bifida
NC_062580.1,genomic DNA,152562,Lilium lankongense,537630-1,Liliaceae,Lilium,lankongense,,False,Lilium lankongense
NC_062378.1,genomic DNA,162846,Tilia platyphyllos,332109-2,Malvaceae,Tilia,platyphyllos,,False,Tilia platyphyllos
NC_061620.1,genomic DNA,151597,Veratrum maackii,543507-1,Melanthiaceae,Veratrum,maackii,,False,Veratrum maackii
NC_065470.1,genomic DNA,144750,Gardneria ovata,546344-1,Loganiaceae,Gardneria,ovata,,False,Gardneria ovata
NC_066053.1,genomic DNA,159197,Morus nigra,854688-1,Moraceae,Morus,nigra,,False,Morus nigra
